Matchname,Half,Time,EventName,Player1Name,Player1ClubName,Player2Name,Player2Clubname,XPosOrigin,YPosOrigin,XPosDest,YPosDest,Rotation
Arsenal v Manchester City,Second Half,467.600,Touch,Mesut OEZIL,Arsenal,,,-12.72,-3.73,-11.60,-3.29,180
Arsenal v Manchester City,Second Half,468.000,Touch,Mesut OEZIL,Arsenal,,,-11.60,-3.29,-7.24,-2.44,180
Arsenal v Manchester City,Second Half,469.000,Touch,Mesut OEZIL,Arsenal,,,-7.24,-2.44,-1.26,-1.77,180
Arsenal v Manchester City,Second Half,470.100,Pass,Mesut OEZIL,Arsenal,,,-1.26,-1.77,40.87,3.95,180
Arsenal v Manchester City,Second Half,472.800,Goalkeeper Catch,Joe HART,Manchester City,,,40.87,3.95,37.39,7.09,0
Arsenal v Manchester City,Second Half,474.600,Goalkeeper Throw,Joe HART,Manchester City,,,37.39,7.09,32.20,-9.69,0
Arsenal v Manchester City,Second Half,477.200,Pass,Vincent KOMPANY,Manchester City,,,32.20,-9.69,13.74,-28.16,0
Arsenal v Manchester City,Second Half,479.800,Touch,Pablo ZABALETA,Manchester City,,,13.74,-28.16,3.16,-26.82,0
Arsenal v Manchester City,Second Half,481.700,Pass,Pablo ZABALETA,Manchester City,,,3.16,-26.82,-19.89,-23.23,0
Arsenal v Manchester City,Second Half,483.100,Touch,Sergio AGUERO,Manchester City,,,-19.89,-23.23,-24.68,-26.95,0
Arsenal v Manchester City,Second Half,484.100,Touch,Sergio AGUERO,Manchester City,,,-24.68,-26.95,-26.31,-29.80,0
Arsenal v Manchester City,Second Half,485.200,Touch,Sergio AGUERO,Manchester City,,,-26.31,-29.80,-25.37,-31.25,0
Arsenal v Manchester City,Second Half,485.900,Pass,Sergio AGUERO,Manchester City,,,-25.37,-31.25,-17.90,-32.20,0
Arsenal v Manchester City,Second Half,486.700,Touch,Jesus NAVAS,Manchester City,,,-17.90,-32.20,-18.16,-32.38,0
Arsenal v Manchester City,Second Half,487.100,Touch,Jesus NAVAS,Manchester City,,,-18.16,-32.38,-18.56,-32.45,0
Arsenal v Manchester City,Second Half,487.500,Foul,Jesus NAVAS,Manchester City,Mesut OEZIL,Arsenal,-18.56,-32.45,-17.86,-31.41,0
Arsenal v Manchester City,Second Half,513.200,Direct Free Kick Pass,Jesus NAVAS,Manchester City,,,-17.86,-31.41,-25.88,-25.19,0
Arsenal v Manchester City,Second Half,513.900,Pass,Sergio AGUERO,Manchester City,,,-25.88,-25.19,-18.63,-28.40,0
Arsenal v Manchester City,Second Half,514.600,Touch,Jesus NAVAS,Manchester City,,,-18.63,-28.40,-18.22,-26.91,0
Arsenal v Manchester City,Second Half,515.300,Pass,Jesus NAVAS,Manchester City,,,-18.22,-26.91,-18.04,-20.42,0
Arsenal v Manchester City,Second Half,515.800,Touch,David SILVA,Manchester City,,,-18.04,-20.42,-17.50,-19.40,0
Arsenal v Manchester City,Second Half,516.400,Touch,David SILVA,Manchester City,,,-17.50,-19.40,-17.24,-18.77,0
Arsenal v Manchester City,Second Half,516.600,Touch,David SILVA,Manchester City,,,-17.24,-18.77,-16.26,-16.55,0
Arsenal v Manchester City,Second Half,517.100,Pass,David SILVA,Manchester City,,,-16.26,-16.55,-10.45,-6.22,0
Arsenal v Manchester City,Second Half,517.900,Touch,James MILNER,Manchester City,,,-10.45,-6.22,-10.66,-5.73,0
Arsenal v Manchester City,Second Half,519.100,Touch,James MILNER,Manchester City,,,-10.66,-5.73,-11.35,-5.22,0
Arsenal v Manchester City,Second Half,519.600,Tackle,James MILNER,Manchester City,Aaron RAMSEY,Arsenal,-11.35,-5.22,-11.73,-4.91,0
Arsenal v Manchester City,Second Half,519.800,Touch,James MILNER,Manchester City,,,-11.73,-4.91,-12.02,-3.06,0
Arsenal v Manchester City,Second Half,520.800,Tackle,Jack WILSHERE,Arsenal,James MILNER,Manchester City,-12.02,-3.06,-8.18,-2.99,180
Arsenal v Manchester City,Second Half,521.400,Touch,Jack WILSHERE,Arsenal,,,-8.18,-2.99,-0.12,-2.27,180
Arsenal v Manchester City,Second Half,522.700,Pass,Jack WILSHERE,Arsenal,,,-0.12,-2.27,1.87,-4.19,180
Arsenal v Manchester City,Second Half,523.000,Block,FERNANDINHO,Manchester City,,,1.87,-4.19,3.26,-2.77,0
Arsenal v Manchester City,Second Half,524.000,Foul,FERNANDINHO,Manchester City,Jack WILSHERE,Arsenal,3.26,-2.77,6.78,0.57,0
Arsenal v Manchester City,Second Half,540.700,Direct Free Kick Pass,Martin DEMICHELIS,Manchester City,,,6.78,0.57,3.80,10.58,0
Arsenal v Manchester City,Second Half,541.900,Touch,James MILNER,Manchester City,,,3.80,10.58,2.68,11.33,0
Arsenal v Manchester City,Second Half,542.800,Pass,James MILNER,Manchester City,,,2.68,11.33,-6.73,10.67,0
Arsenal v Manchester City,Second Half,543.700,Pass,Samir NASRI,Manchester City,,,-6.73,10.67,0.96,16.56,0
Arsenal v Manchester City,Second Half,544.600,Touch,James MILNER,Manchester City,,,0.96,16.56,0.98,18.09,0
Arsenal v Manchester City,Second Half,545.300,Pass,James MILNER,Manchester City,,,0.98,18.09,-6.62,32.28,0
Arsenal v Manchester City,Second Half,546.400,Pass,Gael CLICHY,Manchester City,,,-6.62,32.28,2.37,23.63,0
Arsenal v Manchester City,Second Half,547.600,Touch,James MILNER,Manchester City,,,2.37,23.63,2.38,24.11,0
Arsenal v Manchester City,Second Half,548.000,Touch,James MILNER,Manchester City,,,2.38,24.11,2.47,20.92,0
Arsenal v Manchester City,Second Half,549.400,Pass,James MILNER,Manchester City,,,2.47,20.92,-27.15,6.42,0
Arsenal v Manchester City,Second Half,551.500,Header,Per MERTESACKER,Arsenal,,,-27.15,6.42,-22.92,-8.07,180
Arsenal v Manchester City,Second Half,553.500,Header,David SILVA,Manchester City,,,-22.92,-8.07,-31.59,-21.12,0
Arsenal v Manchester City,Second Half,554.900,Touch,Jesus NAVAS,Manchester City,,,-31.59,-21.12,-44.22,-16.80,0
Arsenal v Manchester City,Second Half,556.900,Cross,Jesus NAVAS,Manchester City,,,-44.22,-16.80,-45.95,0.45,0
Arsenal v Manchester City,Second Half,557.700,Clearance,Laurent KOSCIELNY,Arsenal,,,-45.95,0.45,-22.32,-21.98,180
Arsenal v Manchester City,Second Half,560.600,Pass,Pablo ZABALETA,Manchester City,,,-22.32,-21.98,-39.90,-27.03,0
Arsenal v Manchester City,Second Half,562.000,Touch,Jesus NAVAS,Manchester City,,,-39.90,-27.03,-40.86,-27.85,0
Arsenal v Manchester City,Second Half,562.700,Touch,Jesus NAVAS,Manchester City,,,-40.86,-27.85,-42.86,-26.95,0
Arsenal v Manchester City,Second Half,563.700,Cross,Jesus NAVAS,Manchester City,,,-42.86,-26.95,-45.75,-3.55,0
Arsenal v Manchester City,Second Half,564.700,Pass,Laurent KOSCIELNY,Arsenal,,,-45.75,-3.55,-47.22,-16.75,180
Arsenal v Manchester City,Second Half,565.800,Touch,Nacho MONREAL,Arsenal,,,-47.22,-16.75,-46.79,-16.98,180
Arsenal v Manchester City,Second Half,566.300,Touch,Nacho MONREAL,Arsenal,,,-46.79,-16.98,-45.05,-18.55,180
Arsenal v Manchester City,Second Half,567.300,Touch,Nacho MONREAL,Arsenal,,,-45.05,-18.55,-42.66,-19.88,180
Arsenal v Manchester City,Second Half,568.300,Pass,Nacho MONREAL,Arsenal,,,-42.66,-19.88,-1.39,-18.23,180
Arsenal v Manchester City,Second Half,571.100,Header,Vincent KOMPANY,Manchester City,,,-1.39,-18.23,-21.19,-30.85,0
Arsenal v Manchester City,Second Half,574.400,Header,Jesus NAVAS,Manchester City,,,-21.19,-30.85,-24.25,-22.12,0
Arsenal v Manchester City,Second Half,576.000,Header,Mathieu FLAMINI,Arsenal,,,-24.25,-22.12,-22.30,-31.49,180
Arsenal v Manchester City,Second Half,577.300,Touch,Nacho MONREAL,Arsenal,,,-22.30,-31.49,-23.02,-31.99,180
Arsenal v Manchester City,Second Half,578.000,Pass,Nacho MONREAL,Arsenal,,,-23.02,-31.99,-17.54,-31.41,180
Arsenal v Manchester City,Second Half,578.400,Header,Jesus NAVAS,Manchester City,,,-17.54,-31.41,-21.92,-31.49,0
Arsenal v Manchester City,Second Half,579.400,Touch,David SILVA,Manchester City,,,-21.92,-31.49,-21.53,-31.03,0
Arsenal v Manchester City,Second Half,579.900,Touch,David SILVA,Manchester City,,,-21.53,-31.03,-20.98,-29.47,0
Arsenal v Manchester City,Second Half,580.500,Touch,David SILVA,Manchester City,,,-20.98,-29.47,-20.61,-25.80,0
Arsenal v Manchester City,Second Half,581.100,Touch,David SILVA,Manchester City,,,-20.61,-25.80,-21.00,-15.94,0
Arsenal v Manchester City,Second Half,582.800,Touch,David SILVA,Manchester City,,,-21.00,-15.94,-21.64,-14.23,0
Arsenal v Manchester City,Second Half,583.600,Touch,David SILVA,Manchester City,,,-21.64,-14.23,-21.82,-13.86,0
Arsenal v Manchester City,Second Half,584.100,Touch,David SILVA,Manchester City,,,-21.82,-13.86,-21.25,-15.13,0
Arsenal v Manchester City,Second Half,585.000,Pass,David SILVA,Manchester City,,,-21.25,-15.13,-33.66,-28.44,0
Arsenal v Manchester City,Second Half,586.100,Touch,Sergio AGUERO,Manchester City,,,-33.66,-28.44,-34.88,-27.40,0
Arsenal v Manchester City,Second Half,587.400,Pass,Sergio AGUERO,Manchester City,,,-34.88,-27.40,-34.58,-20.71,0
Arsenal v Manchester City,Second Half,588.100,Touch,Samir NASRI,Manchester City,,,-34.58,-20.71,-34.99,-20.55,0
Arsenal v Manchester City,Second Half,588.600,Pass,Samir NASRI,Manchester City,,,-34.99,-20.55,-32.46,-21.60,0
Arsenal v Manchester City,Second Half,589.000,Touch,Sergio AGUERO,Manchester City,,,-32.46,-21.60,-32.63,-14.88,0
Arsenal v Manchester City,Second Half,590.400,Touch,Sergio AGUERO,Manchester City,,,-32.63,-14.88,-32.44,-11.55,0
Arsenal v Manchester City,Second Half,591.200,Shot,Sergio AGUERO,Manchester City,,,-32.44,-11.55,-54.00,7.00,0
Arsenal v Manchester City,Second Half,592.200,Ball Out Of Play,,,,,-54.00,7.00,-48.82,6.80,
Arsenal v Manchester City,Second Half,603.000,Goal Kick,Wojciech SZCZESNY,Arsenal,,,-48.82,6.80,-43.09,25.22,180
Arsenal v Manchester City,Second Half,604.700,Touch,Per MERTESACKER,Arsenal,,,-43.09,25.22,-43.06,25.19,180
Arsenal v Manchester City,Second Half,605.000,Touch,Per MERTESACKER,Arsenal,,,-43.06,25.19,-37.43,22.98,180
Arsenal v Manchester City,Second Half,606.500,Touch,Per MERTESACKER,Arsenal,,,-37.43,22.98,-32.13,22.12,180
Arsenal v Manchester City,Second Half,607.900,Pass,Per MERTESACKER,Arsenal,,,-32.13,22.12,-22.28,15.12,180
Arsenal v Manchester City,Second Half,608.800,Touch,Aaron RAMSEY,Arsenal,,,-22.28,15.12,-22.87,15.44,180
Arsenal v Manchester City,Second Half,609.400,Pass,Aaron RAMSEY,Arsenal,,,-22.87,15.44,-29.32,23.12,180
Arsenal v Manchester City,Second Half,610.400,Touch,Per MERTESACKER,Arsenal,,,-29.32,23.12,-29.32,23.06,180
Arsenal v Manchester City,Second Half,610.800,Touch,Per MERTESACKER,Arsenal,,,-29.32,23.06,-26.14,21.86,180
Arsenal v Manchester City,Second Half,612.500,Touch,Per MERTESACKER,Arsenal,,,-26.14,21.86,-22.82,17.55,180
Arsenal v Manchester City,Second Half,614.000,Touch,Per MERTESACKER,Arsenal,,,-22.82,17.55,-19.80,16.90,180
Arsenal v Manchester City,Second Half,615.300,Touch,Per MERTESACKER,Arsenal,,,-19.80,16.90,-18.40,17.95,180
Arsenal v Manchester City,Second Half,615.900,Pass,Per MERTESACKER,Arsenal,,,-18.40,17.95,-11.50,31.15,180
Arsenal v Manchester City,Second Half,617.000,Touch,Mathieu DEBUCHY,Arsenal,,,-11.50,31.15,-10.20,31.60,180
Arsenal v Manchester City,Second Half,618.000,Touch,Mathieu DEBUCHY,Arsenal,,,-10.20,31.60,-6.62,29.95,180
Arsenal v Manchester City,Second Half,619.400,Tackle,Mathieu DEBUCHY,Arsenal,Samir NASRI,Manchester City,-6.62,29.95,1.37,20.07,180
Arsenal v Manchester City,Second Half,621.500,Touch,FERNANDINHO,Manchester City,,,1.37,20.07,-1.00,22.34,0
Arsenal v Manchester City,Second Half,622.500,Pass,FERNANDINHO,Manchester City,,,-1.00,22.34,-14.71,10.10,0
Arsenal v Manchester City,Second Half,623.500,Pass,Laurent KOSCIELNY,Arsenal,,,-14.71,10.10,-11.42,15.29,180
Arsenal v Manchester City,Second Half,624.300,Pass,Mathieu FLAMINI,Arsenal,,,-11.42,15.29,-13.80,-11.36,180
Arsenal v Manchester City,Second Half,626.800,Touch,Nacho MONREAL,Arsenal,,,-13.80,-11.36,-11.51,-13.67,180
Arsenal v Manchester City,Second Half,627.800,Pass,Nacho MONREAL,Arsenal,,,-11.51,-13.67,5.78,-19.97,180
Arsenal v Manchester City,Second Half,628.800,Touch,Alexis SANCHEZ,Arsenal,,,5.78,-19.97,-0.92,-25.70,180
Arsenal v Manchester City,Second Half,630.400,Touch,Alexis SANCHEZ,Arsenal,,,-0.92,-25.70,-2.86,-27.04,180
Arsenal v Manchester City,Second Half,631.100,Pass,Alexis SANCHEZ,Arsenal,,,-2.86,-27.04,-13.28,-21.62,180
Arsenal v Manchester City,Second Half,632.500,Pass,Nacho MONREAL,Arsenal,,,-13.28,-21.62,-11.83,-14.53,180
Arsenal v Manchester City,Second Half,633.500,Touch,Mathieu FLAMINI,Arsenal,,,-11.83,-14.53,-10.03,-12.36,180
Arsenal v Manchester City,Second Half,635.100,Touch,Mathieu FLAMINI,Arsenal,,,-10.03,-12.36,-6.44,-12.36,180
Arsenal v Manchester City,Second Half,636.300,Touch,Mathieu FLAMINI,Arsenal,,,-6.44,-12.36,-2.38,-13.05,180
Arsenal v Manchester City,Second Half,637.100,Touch,Mathieu FLAMINI,Arsenal,,,-2.38,-13.05,0.47,-12.61,180
Arsenal v Manchester City,Second Half,637.600,Touch,Mathieu FLAMINI,Arsenal,,,0.47,-12.61,2.79,-10.27,180
Arsenal v Manchester City,Second Half,638.100,Touch,Mathieu FLAMINI,Arsenal,,,2.79,-10.27,2.02,-7.79,180
Arsenal v Manchester City,Second Half,639.200,Pass,Mathieu FLAMINI,Arsenal,,,2.02,-7.79,1.39,11.12,180
Arsenal v Manchester City,Second Half,641.100,Touch,Jack WILSHERE,Arsenal,,,1.39,11.12,2.37,13.23,180
Arsenal v Manchester City,Second Half,642.000,Touch,Jack WILSHERE,Arsenal,,,2.37,13.23,10.84,15.54,180
Arsenal v Manchester City,Second Half,643.600,Touch,Jack WILSHERE,Arsenal,,,10.84,15.54,13.85,15.65,180
Arsenal v Manchester City,Second Half,644.200,Touch,Jack WILSHERE,Arsenal,,,13.85,15.65,19.33,14.96,180
Arsenal v Manchester City,Second Half,645.100,Touch,Jack WILSHERE,Arsenal,,,19.33,14.96,22.20,14.42,180
Arsenal v Manchester City,Second Half,645.600,Pass,Jack WILSHERE,Arsenal,,,22.20,14.42,38.06,26.62,180
Arsenal v Manchester City,Second Half,647.000,Touch,Aaron RAMSEY,Arsenal,,,38.06,26.62,43.54,27.39,180
Arsenal v Manchester City,Second Half,648.200,Pass,Aaron RAMSEY,Arsenal,,,43.54,27.39,38.73,18.49,180
Arsenal v Manchester City,Second Half,648.800,Touch,Mesut OEZIL,Arsenal,,,38.73,18.49,35.04,20.49,180
Arsenal v Manchester City,Second Half,650.300,Touch,Mesut OEZIL,Arsenal,,,35.04,20.49,34.89,20.91,180
Arsenal v Manchester City,Second Half,650.700,Touch,Mesut OEZIL,Arsenal,,,34.89,20.91,38.93,20.37,180
Arsenal v Manchester City,Second Half,651.500,Clearance,Gael CLICHY,Manchester City,,,38.93,20.37,36.91,21.35,0
Arsenal v Manchester City,Second Half,651.600,Block,Mesut OEZIL,Arsenal,,,36.91,21.35,39.96,26.72,180
Arsenal v Manchester City,Second Half,651.700,Offside,Aaron RAMSEY,Arsenal,,,39.96,26.72,44.58,24.17,180
Arsenal v Manchester City,Second Half,687.200,Indirect Free Kick Pass,Joe HART,Manchester City,,,44.58,24.17,-17.96,22.72,0
Arsenal v Manchester City,Second Half,690.800,Touch,Mathieu DEBUCHY,Arsenal,,,-17.96,22.72,-19.59,27.95,180
Arsenal v Manchester City,Second Half,692.200,Touch,Mathieu DEBUCHY,Arsenal,,,-19.59,27.95,-18.49,31.17,180
Arsenal v Manchester City,Second Half,693.000,Pass,Mathieu DEBUCHY,Arsenal,,,-18.49,31.17,-3.20,29.67,180
Arsenal v Manchester City,Second Half,693.900,Touch,Mesut OEZIL,Arsenal,,,-3.20,29.67,-3.45,30.01,180
Arsenal v Manchester City,Second Half,694.500,Touch,Mesut OEZIL,Arsenal,,,-3.45,30.01,-3.82,30.43,180
Arsenal v Manchester City,Second Half,695.200,Pass,Mesut OEZIL,Arsenal,,,-3.82,30.43,-6.01,17.61,180
Arsenal v Manchester City,Second Half,696.500,Pass,Jack WILSHERE,Arsenal,,,-6.01,17.61,11.29,17.73,180
Arsenal v Manchester City,Second Half,698.100,Pass,Martin DEMICHELIS,Manchester City,,,11.29,17.73,-0.50,1.88,0
Arsenal v Manchester City,Second Half,699.400,Pass,Jesus NAVAS,Manchester City,,,-0.50,1.88,21.40,-4.21,0
Arsenal v Manchester City,Second Half,702.400,Touch,Vincent KOMPANY,Manchester City,,,21.40,-4.21,21.85,-5.74,0
Arsenal v Manchester City,Second Half,703.200,Pass,Vincent KOMPANY,Manchester City,,,21.85,-5.74,8.01,-9.66,0
Arsenal v Manchester City,Second Half,704.200,Pass,Jesus NAVAS,Manchester City,,,8.01,-9.66,13.35,-31.72,0
Arsenal v Manchester City,Second Half,705.900,Touch,Pablo ZABALETA,Manchester City,,,13.35,-31.72,15.91,-31.83,0
Arsenal v Manchester City,Second Half,707.100,Touch,Pablo ZABALETA,Manchester City,,,15.91,-31.83,15.38,-32.38,0
Arsenal v Manchester City,Second Half,708.300,Pass,Pablo ZABALETA,Manchester City,,,15.38,-32.38,28.14,-15.52,0
Arsenal v Manchester City,Second Half,710.000,Touch,Vincent KOMPANY,Manchester City,,,28.14,-15.52,30.16,-14.00,0
Arsenal v Manchester City,Second Half,711.700,Pass,Vincent KOMPANY,Manchester City,,,30.16,-14.00,24.09,1.43,0
Arsenal v Manchester City,Second Half,712.700,Touch,Martin DEMICHELIS,Manchester City,,,24.09,1.43,19.77,3.45,0
Arsenal v Manchester City,Second Half,714.600,Pass,Martin DEMICHELIS,Manchester City,,,19.77,3.45,9.78,1.40,0
Arsenal v Manchester City,Second Half,715.500,Pass,FERNANDINHO,Manchester City,,,9.78,1.40,19.04,5.83,0
Arsenal v Manchester City,Second Half,716.600,Touch,Martin DEMICHELIS,Manchester City,,,19.04,5.83,16.11,4.80,0
Arsenal v Manchester City,Second Half,718.000,Touch,Martin DEMICHELIS,Manchester City,,,16.11,4.80,13.27,1.16,0
Arsenal v Manchester City,Second Half,719.000,Pass,Martin DEMICHELIS,Manchester City,,,13.27,1.16,9.05,-16.95,0
Arsenal v Manchester City,Second Half,720.000,Touch,Alexis SANCHEZ,Arsenal,,,9.05,-16.95,9.80,-16.01,180
Arsenal v Manchester City,Second Half,720.300,Touch,Alexis SANCHEZ,Arsenal,,,9.80,-16.01,10.61,-15.34,180
Arsenal v Manchester City,Second Half,720.500,Touch,Alexis SANCHEZ,Arsenal,,,10.61,-15.34,13.39,-13.38,180
Arsenal v Manchester City,Second Half,721.000,Touch,Alexis SANCHEZ,Arsenal,,,13.39,-13.38,17.72,-11.40,180
Arsenal v Manchester City,Second Half,721.900,Touch,Alexis SANCHEZ,Arsenal,,,17.72,-11.40,22.82,-8.55,180
Arsenal v Manchester City,Second Half,722.800,Touch,Alexis SANCHEZ,Arsenal,,,22.82,-8.55,26.60,-6.16,180
Arsenal v Manchester City,Second Half,723.700,Pass,Alexis SANCHEZ,Arsenal,,,26.60,-6.16,36.66,-6.09,180
Arsenal v Manchester City,Second Half,724.200,Touch,Vincent KOMPANY,Manchester City,,,36.66,-6.09,35.35,-8.66,0
Arsenal v Manchester City,Second Half,725.400,Touch,Vincent KOMPANY,Manchester City,,,35.35,-8.66,28.61,-14.14,0
Arsenal v Manchester City,Second Half,727.100,Touch,Vincent KOMPANY,Manchester City,,,28.61,-14.14,20.36,-14.81,0
Arsenal v Manchester City,Second Half,729.100,Pass,Vincent KOMPANY,Manchester City,,,20.36,-14.81,9.09,10.60,0
Arsenal v Manchester City,Second Half,731.100,Touch,David SILVA,Manchester City,,,9.09,10.60,6.84,6.55,0
Arsenal v Manchester City,Second Half,731.800,Touch,David SILVA,Manchester City,,,6.84,6.55,-0.33,5.34,0
Arsenal v Manchester City,Second Half,733.000,Touch,David SILVA,Manchester City,,,-0.33,5.34,-1.85,4.97,0
Arsenal v Manchester City,Second Half,733.200,Touch,David SILVA,Manchester City,,,-1.85,4.97,-7.15,4.85,0
Arsenal v Manchester City,Second Half,733.900,Foul,David SILVA,Manchester City,Mathieu FLAMINI,Arsenal,-7.15,4.85,-22.44,5.94,0
Arsenal v Manchester City,Second Half,743.300,Yellow Card,Mathieu FLAMINI,Arsenal,,,-22.44,5.94,-10.57,6.91,180
Arsenal v Manchester City,Second Half,756.200,Direct Free Kick Pass,James MILNER,Manchester City,,,-10.57,6.91,-5.78,25.59,0
Arsenal v Manchester City,Second Half,758.500,Pass,Gael CLICHY,Manchester City,,,-5.78,25.59,-5.54,16.83,0
Arsenal v Manchester City,Second Half,759.300,Touch,James MILNER,Manchester City,,,-5.54,16.83,-7.85,19.46,0
Arsenal v Manchester City,Second Half,760.300,Pass,James MILNER,Manchester City,,,-7.85,19.46,-15.96,22.69,0
Arsenal v Manchester City,Second Half,761.600,Touch,Samir NASRI,Manchester City,,,-15.96,22.69,-16.24,24.20,0
Arsenal v Manchester City,Second Half,762.000,Touch,Samir NASRI,Manchester City,,,-16.24,24.20,-16.29,25.63,0
Arsenal v Manchester City,Second Half,762.400,Touch,Samir NASRI,Manchester City,,,-16.29,25.63,-16.28,27.71,0
Arsenal v Manchester City,Second Half,763.600,Touch,Samir NASRI,Manchester City,,,-16.28,27.71,-15.65,28.63,0
Arsenal v Manchester City,Second Half,764.100,Touch,Samir NASRI,Manchester City,,,-15.65,28.63,-14.41,29.23,0
Arsenal v Manchester City,Second Half,764.700,Touch,Samir NASRI,Manchester City,,,-14.41,29.23,-13.43,29.49,0
Arsenal v Manchester City,Second Half,765.100,Touch,Samir NASRI,Manchester City,,,-13.43,29.49,-12.82,31.57,0
Arsenal v Manchester City,Second Half,765.900,Touch,Samir NASRI,Manchester City,,,-12.82,31.57,-21.30,29.81,0
Arsenal v Manchester City,Second Half,767.500,Pass,Samir NASRI,Manchester City,,,-21.30,29.81,-24.29,16.10,0
Arsenal v Manchester City,Second Half,768.600,Touch,Sergio AGUERO,Manchester City,,,-24.29,16.10,-24.87,19.90,0
Arsenal v Manchester City,Second Half,769.500,Touch,Sergio AGUERO,Manchester City,,,-24.87,19.90,-25.74,22.00,0
Arsenal v Manchester City,Second Half,770.100,Touch,Sergio AGUERO,Manchester City,,,-25.74,22.00,-26.11,24.36,0
Arsenal v Manchester City,Second Half,770.800,Touch,Sergio AGUERO,Manchester City,,,-26.11,24.36,-25.86,25.26,0
Arsenal v Manchester City,Second Half,771.300,Touch,Sergio AGUERO,Manchester City,,,-25.86,25.26,-26.70,23.94,0
Arsenal v Manchester City,Second Half,772.400,Pass,Sergio AGUERO,Manchester City,,,-26.70,23.94,-19.79,10.99,0
Arsenal v Manchester City,Second Half,773.500,Touch,James MILNER,Manchester City,,,-19.79,10.99,-20.18,10.37,0
Arsenal v Manchester City,Second Half,774.200,Pass,James MILNER,Manchester City,,,-20.18,10.37,-24.73,3.44,0
Arsenal v Manchester City,Second Half,774.700,Pass,David SILVA,Manchester City,,,-24.73,3.44,-28.74,9.34,0
Arsenal v Manchester City,Second Half,775.700,Pass,Mathieu FLAMINI,Arsenal,,,-28.74,9.34,-25.35,9.43,180
Arsenal v Manchester City,Second Half,775.800,Block,James MILNER,Manchester City,,,-25.35,9.43,-27.89,10.43,0
Arsenal v Manchester City,Second Half,776.500,Touch,James MILNER,Manchester City,,,-27.89,10.43,-28.02,10.49,0
Arsenal v Manchester City,Second Half,776.800,Touch,James MILNER,Manchester City,,,-28.02,10.49,-28.23,10.42,0
Arsenal v Manchester City,Second Half,777.000,Pass,James MILNER,Manchester City,,,-28.23,10.42,-44.50,13.80,0
Arsenal v Manchester City,Second Half,779.800,Touch,Mathieu DEBUCHY,Arsenal,,,-44.50,13.80,-46.70,13.10,180
Arsenal v Manchester City,Second Half,780.300,Pass,Mathieu DEBUCHY,Arsenal,,,-46.70,13.10,-48.81,4.71,180
Arsenal v Manchester City,Second Half,781.600,Clearance,Wojciech SZCZESNY,Arsenal,,,-48.81,4.71,-11.00,28.97,180
Arsenal v Manchester City,Second Half,785.100,Header,Gael CLICHY,Manchester City,,,-11.00,28.97,-19.65,29.71,0
Arsenal v Manchester City,Second Half,786.600,Pass,Aaron RAMSEY,Arsenal,,,-19.65,29.71,-14.37,30.83,180
Arsenal v Manchester City,Second Half,787.300,Touch,Gael CLICHY,Manchester City,,,-14.37,30.83,-18.20,27.22,0
Arsenal v Manchester City,Second Half,788.800,Touch,Gael CLICHY,Manchester City,,,-18.20,27.22,-20.74,25.46,0
Arsenal v Manchester City,Second Half,789.400,Touch,Gael CLICHY,Manchester City,,,-20.74,25.46,-23.84,22.79,0
Arsenal v Manchester City,Second Half,790.200,Pass,Gael CLICHY,Manchester City,,,-23.84,22.79,-24.70,10.87,0
Arsenal v Manchester City,Second Half,791.000,Touch,David SILVA,Manchester City,,,-24.70,10.87,-25.49,11.88,0
Arsenal v Manchester City,Second Half,791.600,Pass,David SILVA,Manchester City,,,-25.49,11.88,-41.63,10.77,0
Arsenal v Manchester City,Second Half,793.300,Shot,Gael CLICHY,Manchester City,,,-41.63,10.77,-54.00,-6.00,0
Arsenal v Manchester City,Second Half,795.800,Ball Out Of Play,,,,,-54.00,-6.00,-48.10,-1.78,
Arsenal v Manchester City,Second Half,803.400,Goal Kick,Wojciech SZCZESNY,Arsenal,,,-48.10,-1.78,-33.13,24.50,180
Arsenal v Manchester City,Second Half,805.600,Pass,Per MERTESACKER,Arsenal,,,-33.13,24.50,-18.86,28.17,180
Arsenal v Manchester City,Second Half,807.000,Touch,Mathieu DEBUCHY,Arsenal,,,-18.86,28.17,-18.97,28.91,180
Arsenal v Manchester City,Second Half,807.600,Pass,Mathieu DEBUCHY,Arsenal,,,-18.97,28.91,-24.94,26.59,180
Arsenal v Manchester City,Second Half,808.800,Touch,Per MERTESACKER,Arsenal,,,-24.94,26.59,-24.93,26.02,180
Arsenal v Manchester City,Second Half,809.300,Pass,Per MERTESACKER,Arsenal,,,-24.93,26.02,-16.10,18.74,180
Arsenal v Manchester City,Second Half,810.200,Pass,Jack WILSHERE,Arsenal,,,-16.10,18.74,-14.92,30.37,180
Arsenal v Manchester City,Second Half,811.600,Touch,Mathieu DEBUCHY,Arsenal,,,-14.92,30.37,-14.05,29.94,180
Arsenal v Manchester City,Second Half,813.100,Touch,Mathieu DEBUCHY,Arsenal,,,-14.05,29.94,-13.65,30.27,180
Arsenal v Manchester City,Second Half,813.500,Pass,Mathieu DEBUCHY,Arsenal,,,-13.65,30.27,-20.29,26.85,180
Arsenal v Manchester City,Second Half,814.300,Touch,Per MERTESACKER,Arsenal,,,-20.29,26.85,-20.13,26.09,180
Arsenal v Manchester City,Second Half,815.600,Touch,Per MERTESACKER,Arsenal,,,-20.13,26.09,-18.00,24.71,180
