Matchname,Half,Time,EventName,Player1Name,Player1ClubName,Player2Name,Player2Clubname,XPosOrigin,YPosOrigin,XPosDest,YPosDest,Rotation
Arsenal v Manchester City,First Half,1630.400,Pass,Mathieu FLAMINI,Arsenal,,,-4.54,8.47,-1.21,6.73,180
Arsenal v Manchester City,First Half,1630.500,Block,Sergio AGUERO,Manchester City,,,-1.21,6.73,14.55,30.00,0
Arsenal v Manchester City,First Half,1634.900,Touch,Jesus NAVAS,Manchester City,,,14.55,30.00,29.76,28.59,0
Arsenal v Manchester City,First Half,1636.800,Touch,Jesus NAVAS,Manchester City,,,29.76,28.59,34.13,24.43,0
Arsenal v Manchester City,First Half,1637.800,Touch,Jesus NAVAS,Manchester City,,,34.13,24.43,37.38,21.47,0
Arsenal v Manchester City,First Half,1639.100,Cross,Jesus NAVAS,Manchester City,,,37.38,21.47,44.92,3.40,0
Arsenal v Manchester City,First Half,1640.300,Shot,Sergio AGUERO,Manchester City,,,44.92,3.40,52.00,1.00,0
Arsenal v Manchester City,First Half,1640.800,Goal,Sergio AGUERO,Manchester City,,,52.00,1.00,-0.65,-0.10,0
Arsenal v Manchester City,First Half,1699.000,Kick Off,Danny WELBECK,Arsenal,,,-0.65,-0.10,-0.26,-1.47,180
Arsenal v Manchester City,First Half,1699.700,Touch,Aaron RAMSEY,Arsenal,,,-0.26,-1.47,0.10,1.13,180
Arsenal v Manchester City,First Half,1700.500,Pass,Aaron RAMSEY,Arsenal,,,0.10,1.13,6.36,19.90,180
Arsenal v Manchester City,First Half,1701.800,Pass,Nacho MONREAL,Arsenal,,,6.36,19.90,8.14,11.86,180
Arsenal v Manchester City,First Half,1703.100,Touch,Jack WILSHERE,Arsenal,,,8.14,11.86,3.44,12.94,180
Arsenal v Manchester City,First Half,1704.600,Touch,Jack WILSHERE,Arsenal,,,3.44,12.94,0.99,13.55,180
Arsenal v Manchester City,First Half,1705.500,Touch,Jack WILSHERE,Arsenal,,,0.99,13.55,0.63,14.18,180
Arsenal v Manchester City,First Half,1706.000,Touch,Jack WILSHERE,Arsenal,,,0.63,14.18,1.47,14.18,180
Arsenal v Manchester City,First Half,1706.600,Pass,Jack WILSHERE,Arsenal,,,1.47,14.18,9.21,6.21,180
Arsenal v Manchester City,First Half,1707.800,Touch,Mathieu FLAMINI,Arsenal,,,9.21,6.21,10.90,3.18,180
Arsenal v Manchester City,First Half,1709.100,Pass,Mathieu FLAMINI,Arsenal,,,10.90,3.18,13.90,-20.99,180
Arsenal v Manchester City,First Half,1710.400,Touch,Per MERTESACKER,Arsenal,,,13.90,-20.99,12.86,-22.17,180
Arsenal v Manchester City,First Half,1711.500,Pass,Per MERTESACKER,Arsenal,,,12.86,-22.17,5.45,-31.91,180
Arsenal v Manchester City,First Half,1712.300,Touch,Mathieu DEBUCHY,Arsenal,,,5.45,-31.91,6.35,-32.05,180
Arsenal v Manchester City,First Half,1713.700,Pass,Mathieu DEBUCHY,Arsenal,,,6.35,-32.05,37.94,-2.83,180
Arsenal v Manchester City,First Half,1717.500,Touch,Wojciech SZCZESNY,Arsenal,,,37.94,-2.83,35.86,-1.87,180
Arsenal v Manchester City,First Half,1718.700,Pass,Wojciech SZCZESNY,Arsenal,,,35.86,-1.87,26.99,11.67,180
Arsenal v Manchester City,First Half,1720.100,Touch,Laurent KOSCIELNY,Arsenal,,,26.99,11.67,25.04,11.63,180
Arsenal v Manchester City,First Half,1721.000,Pass,Laurent KOSCIELNY,Arsenal,,,25.04,11.63,12.23,15.06,180
Arsenal v Manchester City,First Half,1722.100,Touch,Jack WILSHERE,Arsenal,,,12.23,15.06,11.58,15.78,180
Arsenal v Manchester City,First Half,1722.900,Touch,Jack WILSHERE,Arsenal,,,11.58,15.78,6.97,15.98,180
Arsenal v Manchester City,First Half,1724.200,Touch,Jack WILSHERE,Arsenal,,,6.97,15.98,0.80,15.63,180
Arsenal v Manchester City,First Half,1726.100,Touch,Jack WILSHERE,Arsenal,,,0.80,15.63,-1.00,14.85,180
Arsenal v Manchester City,First Half,1726.600,Touch,Jack WILSHERE,Arsenal,,,-1.00,14.85,-4.29,12.47,180
Arsenal v Manchester City,First Half,1727.800,Pass,Jack WILSHERE,Arsenal,,,-4.29,12.47,-8.63,-3.41,180
Arsenal v Manchester City,First Half,1729.300,Touch,Danny WELBECK,Arsenal,,,-8.63,-3.41,-7.99,-4.83,180
Arsenal v Manchester City,First Half,1729.800,Pass,Danny WELBECK,Arsenal,,,-7.99,-4.83,-2.95,-20.78,180
Arsenal v Manchester City,First Half,1732.000,Pass,Per MERTESACKER,Arsenal,,,-2.95,-20.78,-25.56,-33.04,180
Arsenal v Manchester City,First Half,1733.700,Touch,Mathieu DEBUCHY,Arsenal,,,-25.56,-33.04,-26.87,-33.05,180
Arsenal v Manchester City,First Half,1734.800,Pass,Mathieu DEBUCHY,Arsenal,,,-26.87,-33.05,-15.41,-24.28,180
Arsenal v Manchester City,First Half,1736.700,Touch,Mesut OEZIL,Arsenal,,,-15.41,-24.28,-14.76,-22.13,180
Arsenal v Manchester City,First Half,1737.500,Touch,Mesut OEZIL,Arsenal,,,-14.76,-22.13,-13.91,-17.69,180
Arsenal v Manchester City,First Half,1738.300,Pass,Mesut OEZIL,Arsenal,,,-13.91,-17.69,-8.28,-4.86,180
Arsenal v Manchester City,First Half,1739.200,Touch,Mathieu FLAMINI,Arsenal,,,-8.28,-4.86,-6.83,-4.04,180
Arsenal v Manchester City,First Half,1739.900,Pass,Mathieu FLAMINI,Arsenal,,,-6.83,-4.04,-14.27,3.33,180
Arsenal v Manchester City,First Half,1740.800,Touch,Jack WILSHERE,Arsenal,,,-14.27,3.33,-16.44,4.57,180
Arsenal v Manchester City,First Half,1741.700,Touch,Jack WILSHERE,Arsenal,,,-16.44,4.57,-18.19,4.91,180
Arsenal v Manchester City,First Half,1742.200,Foul,Jack WILSHERE,Arsenal,FERNANDINHO,Manchester City,-18.19,4.91,-17.55,8.67,180
Arsenal v Manchester City,First Half,1774.100,Direct Free Kick Pass,Alexis SANCHEZ,Arsenal,,,-17.55,8.67,-42.30,-1.83,180
Arsenal v Manchester City,First Half,1775.800,Clearance,Martin DEMICHELIS,Manchester City,,,-42.30,-1.83,-23.31,11.73,0
Arsenal v Manchester City,First Half,1778.200,Touch,Alexis SANCHEZ,Arsenal,,,-23.31,11.73,-22.78,13.39,180
Arsenal v Manchester City,First Half,1779.300,Touch,Sergio AGUERO,Manchester City,,,-22.78,13.39,-22.69,15.37,0
Arsenal v Manchester City,First Half,1780.200,Touch,Sergio AGUERO,Manchester City,,,-22.69,15.37,-20.56,19.30,0
Arsenal v Manchester City,First Half,1781.100,Touch,Sergio AGUERO,Manchester City,,,-20.56,19.30,-18.87,22.15,0
Arsenal v Manchester City,First Half,1781.700,Touch,Sergio AGUERO,Manchester City,,,-18.87,22.15,-15.58,26.96,0
Arsenal v Manchester City,First Half,1782.800,Touch,Sergio AGUERO,Manchester City,,,-15.58,26.96,-12.98,28.73,0
Arsenal v Manchester City,First Half,1783.400,Touch,Sergio AGUERO,Manchester City,,,-12.98,28.73,-7.84,30.30,0
Arsenal v Manchester City,First Half,1784.700,Touch,Sergio AGUERO,Manchester City,,,-7.84,30.30,-5.91,30.62,0
Arsenal v Manchester City,First Half,1785.100,Touch,Sergio AGUERO,Manchester City,,,-5.91,30.62,2.53,31.04,0
Arsenal v Manchester City,First Half,1786.700,Touch,Sergio AGUERO,Manchester City,,,2.53,31.04,12.62,31.93,0
Arsenal v Manchester City,First Half,1787.900,Pass,Mathieu FLAMINI,Arsenal,,,12.62,31.93,9.84,30.90,180
Arsenal v Manchester City,First Half,1788.100,Block,Sergio AGUERO,Manchester City,,,9.84,30.90,12.80,32.38,0
Arsenal v Manchester City,First Half,1789.300,Clearance,Mathieu FLAMINI,Arsenal,,,12.80,32.38,4.89,32.58,180
Arsenal v Manchester City,First Half,1791.800,Touch,Jesus NAVAS,Manchester City,,,4.89,32.58,4.18,32.86,0
Arsenal v Manchester City,First Half,1792.700,Touch,Jesus NAVAS,Manchester City,,,4.18,32.86,4.14,32.81,0
Arsenal v Manchester City,First Half,1793.300,Touch,Jesus NAVAS,Manchester City,,,4.14,32.81,2.07,31.31,0
Arsenal v Manchester City,First Half,1794.200,Pass,Jesus NAVAS,Manchester City,,,2.07,31.31,-14.54,14.78,0
Arsenal v Manchester City,First Half,1795.700,Pass,Vincent KOMPANY,Manchester City,,,-14.54,14.78,-13.36,0.63,0
Arsenal v Manchester City,First Half,1796.900,Touch,Martin DEMICHELIS,Manchester City,,,-13.36,0.63,-11.90,-2.07,0
Arsenal v Manchester City,First Half,1798.000,Pass,Martin DEMICHELIS,Manchester City,,,-11.90,-2.07,-1.80,-28.11,0
Arsenal v Manchester City,First Half,1801.000,Touch,Gael CLICHY,Manchester City,,,-1.80,-28.11,0.21,-29.17,0
Arsenal v Manchester City,First Half,1802.000,Touch,Gael CLICHY,Manchester City,,,0.21,-29.17,0.77,-29.72,0
Arsenal v Manchester City,First Half,1802.800,Pass,Gael CLICHY,Manchester City,,,0.77,-29.72,-2.34,-18.56,0
Arsenal v Manchester City,First Half,1803.900,Touch,Frank LAMPARD,Manchester City,,,-2.34,-18.56,-2.82,-18.55,0
Arsenal v Manchester City,First Half,1804.900,Pass,Frank LAMPARD,Manchester City,,,-2.82,-18.55,-3.20,-4.66,0
Arsenal v Manchester City,First Half,1806.200,Touch,FERNANDINHO,Manchester City,,,-3.20,-4.66,-3.84,-4.75,0
Arsenal v Manchester City,First Half,1806.900,Pass,FERNANDINHO,Manchester City,,,-3.84,-4.75,-10.84,6.50,0
Arsenal v Manchester City,First Half,1808.400,Pass,Vincent KOMPANY,Manchester City,,,-10.84,6.50,2.03,9.11,0
Arsenal v Manchester City,First Half,1809.400,Touch,David SILVA,Manchester City,,,2.03,9.11,2.99,9.53,0
Arsenal v Manchester City,First Half,1810.300,Pass,David SILVA,Manchester City,,,2.99,9.53,2.52,-10.54,0
Arsenal v Manchester City,First Half,1811.800,Pass,Frank LAMPARD,Manchester City,,,2.52,-10.54,47.25,-31.16,0
Arsenal v Manchester City,First Half,1816.800,Touch,Gael CLICHY,Manchester City,,,47.25,-31.16,49.18,-31.11,0
Arsenal v Manchester City,First Half,1817.600,Touch,Gael CLICHY,Manchester City,,,49.18,-31.11,49.67,-30.81,0
Arsenal v Manchester City,First Half,1818.600,Pass,Gael CLICHY,Manchester City,,,49.67,-30.81,50.03,-12.70,0
Arsenal v Manchester City,First Half,1820.800,Touch,James MILNER,Manchester City,,,50.03,-12.70,51.57,-14.03,0
Arsenal v Manchester City,First Half,1822.100,Touch,James MILNER,Manchester City,,,51.57,-14.03,51.11,-15.19,0
Arsenal v Manchester City,First Half,1822.700,Dribble,James MILNER,Manchester City,,,50.03,-12.70,50.99,-15.29,0
Arsenal v Manchester City,First Half,1822.800,Pass,James MILNER,Manchester City,,,50.99,-15.29,40.15,-2.31,0
Arsenal v Manchester City,First Half,1823.700,Touch,David SILVA,Manchester City,,,40.15,-2.31,37.39,-5.87,0
Arsenal v Manchester City,First Half,1824.900,Pass,David SILVA,Manchester City,,,37.39,-5.87,26.13,-2.21,0
Arsenal v Manchester City,First Half,1826.300,Shot,Frank LAMPARD,Manchester City,,,26.13,-2.21,30.94,-1.16,0
Arsenal v Manchester City,First Half,1826.600,Block,Jack WILSHERE,Arsenal,,,30.94,-1.16,15.56,5.58,180
Arsenal v Manchester City,First Half,1829.300,Touch,Alexis SANCHEZ,Arsenal,,,15.56,5.58,6.06,-1.07,180
Arsenal v Manchester City,First Half,1830.800,Pass,Alexis SANCHEZ,Arsenal,,,6.06,-1.07,-1.45,0.75,180
Arsenal v Manchester City,First Half,1831.200,Block,Vincent KOMPANY,Manchester City,,,-1.45,0.75,1.46,-3.87,0
Arsenal v Manchester City,First Half,1832.800,Tackle,Alexis SANCHEZ,Arsenal,FERNANDINHO,Manchester City,1.46,-3.87,-4.58,-13.91,180
Arsenal v Manchester City,First Half,1834.700,Touch,Gael CLICHY,Manchester City,,,-4.58,-13.91,-4.77,-12.51,0
Arsenal v Manchester City,First Half,1835.700,Touch,Gael CLICHY,Manchester City,,,-4.77,-12.51,-6.71,-14.72,0
Arsenal v Manchester City,First Half,1836.700,Touch,Gael CLICHY,Manchester City,,,-6.71,-14.72,-5.37,-19.46,0
Arsenal v Manchester City,First Half,1837.700,Touch,Gael CLICHY,Manchester City,,,-5.37,-19.46,1.99,-23.52,0
Arsenal v Manchester City,First Half,1839.100,Pass,Gael CLICHY,Manchester City,,,1.99,-23.52,9.01,-16.94,0
Arsenal v Manchester City,First Half,1840.000,Touch,David SILVA,Manchester City,,,9.01,-16.94,7.34,-18.15,0
Arsenal v Manchester City,First Half,1840.700,Pass,David SILVA,Manchester City,,,7.34,-18.15,7.82,-31.77,0
Arsenal v Manchester City,First Half,1842.200,Touch,James MILNER,Manchester City,,,7.82,-31.77,6.30,-31.40,0
Arsenal v Manchester City,First Half,1843.400,Touch,James MILNER,Manchester City,,,6.30,-31.40,4.40,-31.42,0
Arsenal v Manchester City,First Half,1844.000,Pass,James MILNER,Manchester City,,,4.40,-31.42,-3.38,-23.43,0
Arsenal v Manchester City,First Half,1845.100,Touch,FERNANDINHO,Manchester City,,,-3.38,-23.43,-3.12,-24.28,0
Arsenal v Manchester City,First Half,1845.600,Pass,FERNANDINHO,Manchester City,,,-3.12,-24.28,-0.88,-32.83,0
Arsenal v Manchester City,First Half,1846.700,Pass,James MILNER,Manchester City,,,-0.88,-32.83,-22.35,-19.99,0
Arsenal v Manchester City,First Half,1849.100,Touch,Martin DEMICHELIS,Manchester City,,,-22.35,-19.99,-21.42,-18.93,0
Arsenal v Manchester City,First Half,1851.400,Pass,Martin DEMICHELIS,Manchester City,,,-21.42,-18.93,-10.44,-13.46,0
Arsenal v Manchester City,First Half,1852.300,Touch,Frank LAMPARD,Manchester City,,,-10.44,-13.46,-11.00,-13.40,0
Arsenal v Manchester City,First Half,1852.900,Touch,Frank LAMPARD,Manchester City,,,-11.00,-13.40,-11.37,-11.98,0
Arsenal v Manchester City,First Half,1853.800,Pass,Frank LAMPARD,Manchester City,,,-11.37,-11.98,-2.06,18.28,0
Arsenal v Manchester City,First Half,1855.700,Touch,Jesus NAVAS,Manchester City,,,-2.06,18.28,1.44,20.97,0
Arsenal v Manchester City,First Half,1857.000,Pass,Jesus NAVAS,Manchester City,,,1.44,20.97,10.08,31.46,0
Arsenal v Manchester City,First Half,1858.800,Touch,Pablo ZABALETA,Manchester City,,,10.08,31.46,12.18,30.38,0
Arsenal v Manchester City,First Half,1859.500,Touch,Pablo ZABALETA,Manchester City,,,12.18,30.38,16.00,28.14,0
Arsenal v Manchester City,First Half,1860.600,Pass,Pablo ZABALETA,Manchester City,,,16.00,28.14,44.24,26.82,0
Arsenal v Manchester City,First Half,1863.400,Touch,Sergio AGUERO,Manchester City,,,44.24,26.82,48.96,31.20,0
Arsenal v Manchester City,First Half,1864.300,Pass,Sergio AGUERO,Manchester City,,,48.96,31.20,35.94,31.18,0
Arsenal v Manchester City,First Half,1865.300,Touch,Jesus NAVAS,Manchester City,,,35.94,31.18,35.18,30.46,0
Arsenal v Manchester City,First Half,1866.500,Pass,Jesus NAVAS,Manchester City,,,35.18,30.46,47.41,16.37,0
Arsenal v Manchester City,First Half,1868.600,Pass,Pablo ZABALETA,Manchester City,,,47.41,16.37,41.62,10.20,0
Arsenal v Manchester City,First Half,1869.300,Touch,David SILVA,Manchester City,,,41.62,10.20,45.86,8.92,0
Arsenal v Manchester City,First Half,1870.100,Shot,David SILVA,Manchester City,,,45.86,8.92,50.39,3.70,0
Arsenal v Manchester City,First Half,1870.400,Goalkeeper Save,Wojciech SZCZESNY,Arsenal,,,50.39,3.70,28.95,18.79,180
Arsenal v Manchester City,First Half,1872.400,Touch,Jesus NAVAS,Manchester City,,,28.95,18.79,28.04,10.90,0
Arsenal v Manchester City,First Half,1873.700,Touch,Jesus NAVAS,Manchester City,,,28.04,10.90,27.87,1.69,0
Arsenal v Manchester City,First Half,1875.200,Touch,Jesus NAVAS,Manchester City,,,27.87,1.69,28.10,-1.33,0
Arsenal v Manchester City,First Half,1876.100,Pass,Jesus NAVAS,Manchester City,,,28.10,-1.33,25.98,-26.93,0
Arsenal v Manchester City,First Half,1879.500,Touch,Gael CLICHY,Manchester City,,,25.98,-26.93,26.64,-25.77,0
Arsenal v Manchester City,First Half,1880.700,Pass,Gael CLICHY,Manchester City,,,26.64,-25.77,20.10,-13.69,0
Arsenal v Manchester City,First Half,1881.700,Touch,FERNANDINHO,Manchester City,,,20.10,-13.69,19.77,-14.22,0
Arsenal v Manchester City,First Half,1882.900,Pass,FERNANDINHO,Manchester City,,,19.77,-14.22,41.68,13.63,0
Arsenal v Manchester City,First Half,1885.200,Header,Nacho MONREAL,Arsenal,,,41.68,13.63,47.97,18.14,180
Arsenal v Manchester City,First Half,1887.300,Touch,Sergio AGUERO,Manchester City,,,47.97,18.14,47.57,17.60,0
Arsenal v Manchester City,First Half,1887.900,Touch,Sergio AGUERO,Manchester City,,,47.57,17.60,46.11,16.27,0
Arsenal v Manchester City,First Half,1889.700,Touch,Sergio AGUERO,Manchester City,,,46.11,16.27,44.28,13.90,0
Arsenal v Manchester City,First Half,1890.400,Dribble,Sergio AGUERO,Manchester City,,,47.97,18.14,44.17,13.65,0
Arsenal v Manchester City,First Half,1890.500,Shot,Sergio AGUERO,Manchester City,,,44.17,13.65,50.93,3.22,0
Arsenal v Manchester City,First Half,1891.000,Goalkeeper Save Catch,Wojciech SZCZESNY,Arsenal,,,50.93,3.22,38.67,-3.14,180
Arsenal v Manchester City,First Half,1895.000,Goalkeeper Kick,Wojciech SZCZESNY,Arsenal,,,38.67,-3.14,-19.85,-10.53,180
Arsenal v Manchester City,First Half,1899.200,Header,Vincent KOMPANY,Manchester City,,,-19.85,-10.53,-0.29,-28.29,0
Arsenal v Manchester City,First Half,1901.800,Header,Gael CLICHY,Manchester City,,,-0.29,-28.29,-4.30,-18.14,0
Arsenal v Manchester City,First Half,1903.200,Touch,FERNANDINHO,Manchester City,,,-4.30,-18.14,-1.86,-22.22,0
Arsenal v Manchester City,First Half,1904.200,Touch,FERNANDINHO,Manchester City,,,-1.86,-22.22,2.99,-26.66,0
Arsenal v Manchester City,First Half,1905.500,Touch,FERNANDINHO,Manchester City,,,2.99,-26.66,3.88,-27.10,0
Arsenal v Manchester City,First Half,1905.700,Tackle,FERNANDINHO,Manchester City,Danny WELBECK,Arsenal,3.88,-27.10,12.09,-30.30,0
Arsenal v Manchester City,First Half,1906.800,Touch,Mathieu DEBUCHY,Arsenal,,,12.09,-30.30,9.68,-31.02,180
Arsenal v Manchester City,First Half,1907.400,Tackle,Mathieu DEBUCHY,Arsenal,FERNANDINHO,Manchester City,9.68,-31.02,15.00,-35.00,180
Arsenal v Manchester City,First Half,1908.200,Ball Out Of Play,,,,,15.00,-35.00,6.04,-34.98,
Arsenal v Manchester City,First Half,1916.100,Throw In,Mathieu DEBUCHY,Arsenal,,,6.04,-34.98,21.85,-29.40,180
Arsenal v Manchester City,First Half,1917.800,Touch,Per MERTESACKER,Arsenal,,,21.85,-29.40,22.03,-28.35,180
Arsenal v Manchester City,First Half,1918.900,Pass,Per MERTESACKER,Arsenal,,,22.03,-28.35,13.57,-24.53,180
Arsenal v Manchester City,First Half,1919.800,Touch,Aaron RAMSEY,Arsenal,,,13.57,-24.53,19.19,-20.42,180
Arsenal v Manchester City,First Half,1922.500,Pass,Aaron RAMSEY,Arsenal,,,19.19,-20.42,21.49,-27.93,180
Arsenal v Manchester City,First Half,1923.300,Touch,Per MERTESACKER,Arsenal,,,21.49,-27.93,21.44,-27.84,180
Arsenal v Manchester City,First Half,1924.000,Pass,Per MERTESACKER,Arsenal,,,21.44,-27.84,10.80,-17.70,180
Arsenal v Manchester City,First Half,1924.900,Touch,Mathieu FLAMINI,Arsenal,,,10.80,-17.70,10.63,-17.61,180
Arsenal v Manchester City,First Half,1925.700,Pass,Mathieu FLAMINI,Arsenal,,,10.63,-17.61,13.01,-8.58,180
Arsenal v Manchester City,First Half,1926.300,Touch,Jack WILSHERE,Arsenal,,,13.01,-8.58,12.09,-6.47,180
Arsenal v Manchester City,First Half,1927.600,Touch,Jack WILSHERE,Arsenal,,,12.09,-6.47,9.41,-5.80,180
Arsenal v Manchester City,First Half,1928.800,Pass,Jack WILSHERE,Arsenal,,,9.41,-5.80,-27.51,-27.50,180
Arsenal v Manchester City,First Half,1931.500,Header,Gael CLICHY,Manchester City,,,-27.51,-27.50,-18.00,-35.00,0
Arsenal v Manchester City,First Half,1933.500,Ball Out Of Play,,,,,-18.00,-35.00,-21.82,-35.00,
Arsenal v Manchester City,First Half,1938.200,Throw In,Mathieu DEBUCHY,Arsenal,,,-21.82,-35.00,-1.38,-27.46,180
Arsenal v Manchester City,First Half,1940.600,Touch,Per MERTESACKER,Arsenal,,,-1.38,-27.46,-0.64,-26.72,180
Arsenal v Manchester City,First Half,1941.200,Pass,Per MERTESACKER,Arsenal,,,-0.64,-26.72,-4.45,-19.28,180
Arsenal v Manchester City,First Half,1942.200,Touch,Jack WILSHERE,Arsenal,,,-4.45,-19.28,-4.81,-19.05,180
Arsenal v Manchester City,First Half,1942.800,Touch,Jack WILSHERE,Arsenal,,,-4.81,-19.05,-6.19,-18.38,180
Arsenal v Manchester City,First Half,1943.500,Touch,Jack WILSHERE,Arsenal,,,-6.19,-18.38,-12.02,-12.12,180
Arsenal v Manchester City,First Half,1945.000,Pass,Jack WILSHERE,Arsenal,,,-12.02,-12.12,-11.36,3.82,180
Arsenal v Manchester City,First Half,1946.600,Touch,Aaron RAMSEY,Arsenal,,,-11.36,3.82,-11.95,4.18,180
Arsenal v Manchester City,First Half,1947.100,Pass,Aaron RAMSEY,Arsenal,,,-11.95,4.18,-21.87,5.76,180
Arsenal v Manchester City,First Half,1947.800,Pass,Alexis SANCHEZ,Arsenal,,,-21.87,5.76,-15.12,5.71,180
Arsenal v Manchester City,First Half,1948.600,Pass,Aaron RAMSEY,Arsenal,,,-15.12,5.71,-34.63,27.26,180
Arsenal v Manchester City,First Half,1950.500,Touch,Nacho MONREAL,Arsenal,,,-34.63,27.26,-37.14,29.08,180
Arsenal v Manchester City,First Half,1951.700,Touch,Nacho MONREAL,Arsenal,,,-37.14,29.08,-37.48,29.29,180
Arsenal v Manchester City,First Half,1952.300,Pass,Nacho MONREAL,Arsenal,,,-37.48,29.29,-33.25,20.30,180
Arsenal v Manchester City,First Half,1953.500,Tackle,Alexis SANCHEZ,Arsenal,Pablo ZABALETA,Manchester City,-33.25,20.30,-24.83,27.54,180
Arsenal v Manchester City,First Half,1955.800,Pass,Nacho MONREAL,Arsenal,,,-24.83,27.54,-15.40,18.56,180
Arsenal v Manchester City,First Half,1956.900,Touch,Aaron RAMSEY,Arsenal,,,-15.40,18.56,-14.76,17.76,180
Arsenal v Manchester City,First Half,1957.900,Pass,Aaron RAMSEY,Arsenal,,,-14.76,17.76,-11.60,-2.17,180
Arsenal v Manchester City,First Half,1959.300,Touch,Mathieu FLAMINI,Arsenal,,,-11.60,-2.17,-10.86,-5.51,180
Arsenal v Manchester City,First Half,1960.800,Touch,Mathieu FLAMINI,Arsenal,,,-10.86,-5.51,-10.70,-6.21,180
Arsenal v Manchester City,First Half,1961.500,Touch,Mathieu FLAMINI,Arsenal,,,-10.70,-6.21,-9.15,-3.99,180
Arsenal v Manchester City,First Half,1962.700,Pass,Mathieu FLAMINI,Arsenal,,,-9.15,-3.99,-10.20,12.81,180
Arsenal v Manchester City,First Half,1963.900,Touch,Aaron RAMSEY,Arsenal,,,-10.20,12.81,-11.62,13.95,180
Arsenal v Manchester City,First Half,1964.500,Touch,Aaron RAMSEY,Arsenal,,,-11.62,13.95,-13.14,14.88,180
Arsenal v Manchester City,First Half,1965.100,Touch,Aaron RAMSEY,Arsenal,,,-13.14,14.88,-15.26,15.89,180
Arsenal v Manchester City,First Half,1965.600,Touch,Aaron RAMSEY,Arsenal,,,-15.26,15.89,-17.17,14.92,180
Arsenal v Manchester City,First Half,1966.200,Touch,Aaron RAMSEY,Arsenal,,,-17.17,14.92,-20.80,12.02,180
Arsenal v Manchester City,First Half,1967.100,Pass,Aaron RAMSEY,Arsenal,,,-20.80,12.02,-25.43,17.80,180
Arsenal v Manchester City,First Half,1968.300,Pass,Mesut OEZIL,Arsenal,,,-25.43,17.80,-32.22,28.38,180
